case_id,MRI_Shape,WT_Dice,TC_Dice,ET_Dice,WT_HD95,TC_HD95,ET_HD95,fg_volume,fg_mean_t1n,fg_mean_t1c,fg_mean_t2w,fg_mean_t2f,BG_Dice_wo,NC_Dice_wo,ED_Dice_wo,ET_Dice_wo,NC_Volume,ED_Volume,ET_Volume,BG_Volume,BG_Precision,NC_Precision,ED_Precision,ET_Precision,BG_Recall,NC_Recall,ED_Recall,ET_Recall,BG_F1,NC_F1,ED_F1,ET_F1,BG_TP,BG_FP,BG_FN,NC_TP,NC_FP,NC_FN,ED_TP,ED_FP,ED_FN,ET_TP,ET_FP,ET_FN,conf_BG_BG,conf_BG_NC,conf_BG_ED,conf_BG_ET,conf_NC_BG,conf_NC_NC,conf_NC_ED,conf_NC_ET,conf_ED_BG,conf_ED_NC,conf_ED_ED,conf_ED_ET,conf_ET_BG,conf_ET_NC,conf_ET_ED,conf_ET_ET,GT_Unique_Labels,recons_unique_labels,FP_Count,FP_Boundary_Ratio,FP_in_BG,FP_in_NC,FP_in_ED,FP_in_ET
BraTS-GLI-01048-000,"torch.Size([1, 4, 240, 240, 155])",0.9126408100128174,0.9368029832839966,0.8731514811515808,3.7416574954986572,3.7416574954986572,2.2360680103302,56831,276.4205,666.8219604492188,893.6389,426.62073,0.9994153380393982,0.9047669172286987,0.7987695336341858,0.8703346252441406,14921,15741,26169,8871169,0.9995583429822481,0.9906839716537941,0.7283354114713217,0.8547584187408492,0.9992996413437732,0.833858320487903,0.8906041547550981,0.892353548091253,0.999428975421817,0.9055312954876273,0.8013375632341593,0.873151489091215,8864956,3917,6213,12442,117,2479,14019,5229,1722,23352,3968,2817,8864956,70,4680,1463,134,12442,256,2089,1302,4,14019,416,2481,43,293,23352,4,4,9314,0.9399828215579342,6213,2345,420,336
BraTS-GLI-00621-000,"torch.Size([1, 4, 240, 240, 155])",0.7549448609352112,0.414950430393219,0.47403162717819214,7.582803726196289,9.899495124816895,9.899495124816895,26835,2230.111,4728.04736328125,687.7466,1152.1965,0.9991853833198547,0.0,0.7843219041824341,0.46387356519699097,0,23043,3792,8901165,0.9993584577274323,0.0,0.7871731166042026,0.4491385414208166,0.9991005671729487,0.0,0.8112224970706939,0.5018459915611815,0.9992294958104853,0.0,0.7990168839495618,0.4740316353219579,8893159,5709,8006,0,1148,0,18693,5054,4350,1903,2334,1889,8893159,1005,5014,1987,0,0,0,0,3861,142,18693,347,1848,1,40,1903,3,4,8536,0.7166119962503319,8006,0,489,41
BraTS-GLI-00477-001,"torch.Size([1, 4, 240, 240, 155])",0.9690285921096802,0.9818335771560669,0.9703488945960999,1.0,1.0,1.0,193014,1032.0153,1830.9495849609375,2695.8337,822.22156,0.9992982149124146,0.8847845792770386,0.9436259269714355,0.9689925312995911,8182,125927,58905,8734986,0.9988639104743611,0.8429369008743285,0.9816871656843038,0.9783103840977326,0.9997973665899407,0.9780004888780249,0.9152445464435744,0.9625159154570919,0.999330420551163,0.9054596888260255,0.9473022344049874,0.9703488819859831,8733216,9933,1770,8002,1491,180,115254,2150,10673,56697,1257,2208,8733216,9,1497,264,10,8002,3,167,9544,303,115254,826,379,1179,650,56697,4,4,4898,0.9959167006921276,1770,170,1129,1829
BraTS-GLI-00707-000,"torch.Size([1, 4, 240, 240, 155])",0.935377299785614,0.9644293189048767,0.9485540986061096,2.2360680103302,1.4142135381698608,1.0,103906,1351.2433,3278.7001953125,1224.3718,1855.6263,0.9992727637290955,0.891543984413147,0.9101673364639282,0.9482191205024719,3009,81197,19700,8824094,0.998671169899078,0.8876775685497192,0.9771383412596492,0.9590619000674518,0.9998872405484348,0.8929877035559987,0.8527531805362267,0.9382741116751269,0.9992788352501253,0.8903247183565275,0.9107182785516053,0.948554127216278,8823099,11740,995,2687,340,322,69241,1620,11956,18484,789,1216,8823099,0,868,127,8,2687,70,244,11487,51,69241,418,245,289,682,18484,4,4,2749,0.9283375772974597,995,314,469,971
BraTS-GLI-01168-000,"torch.Size([1, 4, 240, 240, 155])",0.9826666116714478,0.9861288070678711,0.947374701499939,1.0,1.0,1.0,64411,1166.6779,1539.0577392578125,4206.299,1356.3584,0.999866783618927,0.9730443954467773,0.8873945474624634,0.9457416534423828,27913,11762,24736,8863589,0.9998678881279827,0.9757237906851286,0.9208763353250046,0.9341035011198868,0.9998804096173683,0.9719485544370007,0.8648189083489203,0.9610284605433377,0.9998741488334736,0.9738325137298539,0.8919677306208348,0.9473747135598286,8862529,1171,1060,27130,675,783,10172,874,1590,23772,1677,964,8862529,25,696,339,14,27130,23,746,917,81,10172,592,240,569,155,23772,4,4,3226,0.9711717296932078,1060,769,673,724
BraTS-GLI-01081-000,"torch.Size([1, 4, 240, 240, 155])",0.9782133102416992,0.9839087724685669,0.9738200902938843,1.0,1.0,1.0,56391,279.8536,580.848876953125,705.8826,391.70117,0.9998526573181152,0.9362701177597046,0.9378341436386108,0.972477912902832,5228,23680,27483,8871609,0.9998712721914568,0.9406244014556598,0.9268412639862289,0.9834867151551135,0.9998513234746933,0.9393649579188983,0.9549831081081082,0.9643415929847542,0.9998612977335734,0.9399942578237152,0.9407017616838953,0.9738200657713435,8870290,1142,1319,4911,310,317,22614,1785,1066,26503,445,980,8870290,0,1261,58,29,4911,88,200,873,6,22614,187,240,304,436,26503,4,4,2540,0.9700787401536611,1319,288,193,740
BraTS-GLI-01481-000,"torch.Size([1, 4, 240, 240, 155])",0.9334003329277039,0.8939375281333923,0.7807762026786804,6.367753028869629,1.4142135381698608,1.7320507764816284,56512,774.25916,1002.1611938476562,1011.75696,1356.6155,0.9995851516723633,0.16320794820785522,0.9189242124557495,0.7802172899246216,1501,52436,2575,8871488,0.9993869352418377,0.9925373134328358,0.9540225170723704,0.6403879631932355,0.9997918049373453,0.08860759493670886,0.8871958196658783,1.0,0.9995893290928894,0.16269113149847095,0.919396436723683,0.78077622801698,8869641,5441,1847,133,1,1368,46521,2242,5915,2575,1446,0,8869641,0,1847,0,2,133,395,971,5439,1,46521,475,0,0,0,2575,4,4,3689,0.991867714825178,1847,1366,476,0
BraTS-GLI-00054-000,"torch.Size([1, 4, 240, 240, 155])",0.9338380098342896,0.9233995676040649,0.8157448172569275,3.7416574954986572,3.0,2.2360680103302,100486,1025.0814,5341.4814453125,862.6781,2045.9761,0.9992701411247253,0.8244844079017639,0.5433176159858704,0.8147104382514954,33619,11028,55839,8827514,0.9987909899724484,0.8978382147838215,0.5072374499538035,0.8617693365486179,0.9997686777953566,0.7659359290877182,0.5973884657236126,0.7743870771324701,0.9992795947433118,0.826658533844845,0.5486342438374417,0.8157447932387564,8825472,10683,2042,25750,2930,7869,6588,6400,4440,43241,6936,12598,8825472,67,1249,726,612,25750,1177,6080,4087,223,6588,130,5984,2640,3974,43241,4,4,16266,0.9921923029626262,2042,7257,353,6614
BraTS-GLI-01294-000,"torch.Size([1, 4, 240, 240, 155])",0.9550243616104126,0.9833646416664124,0.9785151481628418,2.2360680103302,1.0,1.0,76427,456.11505,891.7692260742188,914.43475,411.76663,0.9995821714401245,0.9580161571502686,0.9396371841430664,0.9777114987373352,1857,58409,16161,8851573,0.9999370304201857,0.9631036353771025,0.898396304188897,0.9735407607031298,0.9992556125335011,0.9558427571351642,0.9888373367118081,0.9835406224862323,0.9995962053473804,0.9594594594594594,0.9414497383820437,0.9785151440531888,8844984,557,6589,1775,68,82,57757,6532,652,15895,432,266,8844984,27,6424,138,0,1775,0,82,440,0,57757,212,117,41,108,15895,4,4,7032,0.8283560864607106,6589,82,212,149
BraTS-GLI-00512-000,"torch.Size([1, 4, 240, 240, 155])",0.9357447028160095,0.9117017984390259,0.8384698033332825,3.0,5.385164737701416,3.464101552963257,163802,2043.478,4740.966796875,1024.7452,2131.1057,0.9988265037536621,0.2973564863204956,0.881787896156311,0.8379429578781128,11677,111057,41068,8764198,0.9982525448249092,0.9502487562189055,0.8967323661087477,0.8136439649050466,0.9994229934102355,0.17992635094630471,0.8693193585276029,0.8648582838219538,0.998837426231587,0.30256336405529954,0.8828131072289102,0.8384698008758159,8759141,15333,5057,2101,110,9576,96544,11118,14513,35518,8135,5550,8759141,0,4857,200,99,2101,2255,7222,13800,0,96544,713,1434,110,4006,35518,4,4,19363,0.942674172390155,5057,9477,713,4116
