case_id,MRI_Shape,WT_Dice,TC_Dice,ET_Dice,WT_HD95,TC_HD95,ET_HD95,fg_volume,fg_mean_t1n,fg_mean_t1c,fg_mean_t2w,fg_mean_t2f,BG_Dice_wo,NC_Dice_wo,ED_Dice_wo,ET_Dice_wo,NC_Volume,ED_Volume,ET_Volume,BG_Volume,BG_Precision,NC_Precision,ED_Precision,ET_Precision,BG_Recall,NC_Recall,ED_Recall,ET_Recall,BG_F1,NC_F1,ED_F1,ET_F1,BG_TP,BG_FP,BG_FN,NC_TP,NC_FP,NC_FN,ED_TP,ED_FP,ED_FN,ET_TP,ET_FP,ET_FN,conf_BG_BG,conf_BG_NC,conf_BG_ED,conf_BG_ET,conf_NC_BG,conf_NC_NC,conf_NC_ED,conf_NC_ET,conf_ED_BG,conf_ED_NC,conf_ED_ED,conf_ED_ET,conf_ET_BG,conf_ET_NC,conf_ET_ED,conf_ET_ET,GT_Unique_Labels,recons_unique_labels,FP_Count,FP_Boundary_Ratio,FP_in_BG,FP_in_NC,FP_in_ED,FP_in_ET
BraTS2021_01172,"torch.Size([1, 4, 240, 240, 155])",0.9291197657585144,0.9574548602104187,0.9222970604896545,9.380831718444824,4.123105525970459,1.7320507764816284,114300,1257.6589,1062.705810546875,2767.2268,1012.6318,0.999047040939331,0.9196262955665588,0.37671375274658203,0.9194542169570923,29207,7346,77747,8813700,0.9992870424361286,0.9256272401433692,0.314877056430214,0.9214090401427526,0.9988427107798087,0.9195740747081179,0.48461747890008167,0.9231867467555018,0.9990648272041148,0.9225907287498067,0.38172850096504396,0.9222970368276323,8803500,6281,10200,26858,2158,2349,3560,7746,3786,71775,6122,5972,8803500,56,7148,2996,308,26858,173,1868,2309,219,3560,1258,3664,1883,425,71775,4,4,16026,0.6699113939843567,10200,2041,1477,2308
BraTS2021_01066,"torch.Size([1, 4, 240, 240, 155])",0.9569479823112488,0.972048819065094,0.9375140070915222,5.099019527435303,1.7320507764816284,1.0,75648,293.51602,605.755615234375,681.3954,236.66837,0.9996113777160645,0.9620190858840942,0.8921137452125549,0.9366680383682251,22848,33715,19085,8852352,0.9996802787336778,0.9937241411370926,0.8925273623034486,0.892106757524134,0.9995795467690395,0.9355742296918768,0.8973453952246775,0.9877914592611999,0.9996299102136873,0.9637728533104895,0.8949298941016388,0.9375139866225726,8848630,2830,3722,21376,135,1472,30254,3643,3461,18852,2280,233,8848630,3,2988,731,114,21376,612,746,2658,0,30254,803,58,132,43,18852,4,4,6058,0.9780455595890095,3722,1358,803,175
BraTS2021_01395,"torch.Size([1, 4, 240, 240, 155])",0.9510870575904846,0.8542844653129578,0.8540352582931519,1.4142135381698608,2.2360680103302,2.2360680103302,22850,215.52647,353.003173828125,485.01645,157.09677,0.9998658895492554,8.285045623779297e-06,0.9396946430206299,0.8483759760856628,0,20327,2523,8905150,0.9999614759149779,0.0,0.8976968398500268,0.946480231436837,0.9997785551057534,0.0,0.9894229350125449,0.7780420134760206,0.9998700071442725,0.0,0.9413306498794786,0.854035240374157,8903178,343,1972,0,1,0,20112,2292,215,1963,111,560,8903178,0,1970,2,0,0,0,0,106,0,20112,109,237,1,322,1963,3,4,2404,0.8897670549047847,1972,0,109,323
BraTS2021_01603,"torch.Size([1, 4, 240, 240, 155])",0.9836044907569885,0.9858307242393494,0.9779821634292603,1.0,1.0,1.0,207853,410.8178,659.2505493164062,828.84406,625.37585,0.9995834231376648,0.9394538402557373,0.9724358320236206,0.9762281179428101,9602,132703,65548,8720147,0.9995620906496435,0.9596143545795394,0.97506347479144,0.9794937716157072,0.9996579186107757,0.9329306394501146,0.9723668643512204,0.9764752547751266,0.9996100023335645,0.9460843850662723,0.9737133025705651,0.9779821840573288,8717164,3819,2983,8958,377,644,129036,3300,3667,64006,1340,1542,8717164,0,2608,375,97,8958,34,513,3215,0,129036,452,507,377,658,64006,4,4,5017,0.9852501494897643,2983,547,452,1035
BraTS2021_01204,"torch.Size([1, 4, 240, 240, 155])",0.7705174088478088,0.9220537543296814,0.8662561178207397,4.582575798034668,2.8284270763397217,1.7320507764816284,29807,427.33875,673.7975463867188,127.73036,446.8637,0.9990649819374084,0.7256382703781128,0.7407149076461792,0.8656541705131531,733,26076,2998,8898193,0.9997561349722593,0.9535398230088495,0.6248754914809961,0.8224887556221889,0.9983932692851234,0.5879945429740792,0.9142123025003835,0.9149432955303536,0.9990742373479105,0.7274261603375527,0.7423473359698565,0.8662561187430917,8883896,2167,14297,431,21,302,23839,14311,2237,2743,592,255,8883896,0,14050,247,0,431,31,271,2163,0,23839,74,4,21,230,2743,4,4,14924,0.6061377646739439,14297,302,74,251
BraTS2021_01391,"torch.Size([1, 4, 240, 240, 155])",0.9740533828735352,0.9520224928855896,0.92388516664505,1.0,1.4142135381698608,1.0,124002,393.1943,615.2034301757812,716.16254,381.07645,0.9996119737625122,0.7224586009979248,0.9491861462593079,0.9228047728538513,8353,93211,22438,8803998,0.9997008905577522,0.9177169607490098,0.9431709193621484,0.8804457544312997,0.9995646296148636,0.61019992816952,0.9600690905579814,0.9718334967465906,0.9996327554428415,0.7330121521535917,0.951544988622589,0.9238851816544857,8800165,2633,3833,5097,457,3256,89489,5392,3722,21806,2961,632,8800165,0,3827,6,1,5097,1203,2052,2497,322,89489,903,135,135,362,21806,4,4,8810,0.9807037457423601,3833,3255,1225,497
BraTS2021_01425,"torch.Size([1, 4, 240, 240, 155])",0.933986246585846,0.9406211972236633,0.9343942403793335,3.0,2.2360680103302,1.7320507764816284,198692,407.89017,1197.6788330078125,964.0678,797.1815,0.9984189867973328,0.49016571044921875,0.8799843788146973,0.9341732859611511,11698,126003,60991,8729308,0.9994576034751949,0.9333652924256951,0.8202994894287771,0.8952143479436416,0.9974002521162044,0.33287741494272527,0.9499297635770577,0.9771605646734765,0.9984278679569628,0.49073724007561437,0.8803683463397054,0.934394230392349,8706614,4725,22694,3894,278,7804,119694,26221,6309,59598,6976,1393,8706614,0,21952,742,394,3894,3716,3694,3764,5,119694,2540,567,273,553,59598,4,4,33475,0.8961613144134739,22694,7410,2545,826
BraTS2021_01376,"torch.Size([1, 4, 240, 240, 155])",0.9750882387161255,0.964062511920929,0.9121687412261963,1.4142135381698608,3.0,1.4142135381698608,55211,387.00635,699.1447143554688,1143.383,519.6294,0.9998417496681213,0.9819633364677429,0.9536917805671692,0.9107938408851624,10966,32855,11390,8872789,0.9997704567853628,0.9843592792463185,0.957112266748241,0.9638354022089727,0.9999233611889115,0.981397045413095,0.9523055851468574,0.8657594381035997,0.999846903141303,0.9828759304077812,0.9547028758867954,0.9121687248508394,8872109,2037,680,10762,171,204,31288,1402,1567,9861,370,1529,8872109,0,663,17,0,10762,20,184,1398,0,31288,169,639,171,719,9861,4,4,1943,0.9999999999948533,680,204,169,890
BraTS2021_01628,"torch.Size([1, 4, 240, 240, 155])",0.0,0.0,0.0,,,,2808,1705.177,3486.406982421875,1487.1348,1764.9586,0.9998406767845154,5.960464477539063e-08,3.403425216674805e-05,1.7881393432617188e-07,161,1847,800,8925192,0.9996854838709678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9998427172014954,0.0,0.0,0.0,8925192,2808,0,0,0,161,0,0,1847,0,0,800,8925192,0,0,0,161,0,0,0,1847,0,0,0,800,0,0,0,4,1,0,0.0,0,0,0,0
BraTS2021_01185,"torch.Size([1, 4, 240, 240, 155])",0.930420458316803,0.9453832507133484,0.8985381126403809,3.0,2.8284270763397217,2.4494898319244385,106514,1257.471,1140.7967529296875,2799.0635,1072.0477,0.9991762042045593,0.9317494630813599,0.8621135950088501,0.8980525135993958,18869,50845,36800,8821486,0.9987868939694359,0.9694752486566823,0.8946281427156435,0.9287951737339752,0.9995897516586207,0.8988287667602947,0.8349100206509982,0.8701902173913043,0.9991881615380069,0.932816324285675,0.8637380971758769,0.8985381183534892,8817867,10710,3619,16960,534,1909,42451,5000,8394,32023,2455,4777,8817867,82,3226,311,234,16960,222,1453,7696,7,42451,691,2780,445,1552,32023,4,4,7989,0.9633245712843118,3619,1675,698,1997
